ID,cb_person_cred_hist_length,loan_amnt,loan_int_rate,loan_intent,loan_percent_income,person_education,person_gender,person_home_ownership,person_income,previous_loan_defaults_on_file,loan_status
36548,4.0,8583.0,15.73,DEBTCONSOLIDATION,0.22,Bachelor,female,RENT,39626.0,No,1.0
36549,9.0,1300.0,5.79,MEDICAL,0.02,Master,male,MORTGAGE,85266.0,Yes,0.0
36550,8.0,20000.0,7.83,VENTURE,0.14,High School,male,MORTGAGE,145567.0,No,0.0
36551,7.0,10000.0,13.06,EDUCATION,0.28,Bachelor,male,RENT,35444.0,No,1.0
36552,25.0,20000.0,11.11,PERSONAL,0.14,Associate,male,MORTGAGE,145028.0,Yes,0.0
36553,7.0,5600.0,10.74,VENTURE,0.04,Associate,male,MORTGAGE,132749.0,Yes,0.0
36554,8.0,12000.0,11.49,PERSONAL,0.11,Associate,female,MORTGAGE,106263.0,Yes,0.0
36555,3.0,15293.0,12.79,VENTURE,0.36,Associate,female,RENT,42069.0,No,1.0
36556,10.0,3500.0,12.53,EDUCATION,0.03,High School,male,MORTGAGE,139977.0,No,1.0
36557,2.0,4000.0,6.62,MEDICAL,0.07,High School,female,MORTGAGE,58041.0,Yes,0.0
36558,12.0,14000.0,12.04,VENTURE,0.22,Bachelor,male,RENT,63663.0,No,0.0
36559,4.0,20000.0,11.01,DEBTCONSOLIDATION,0.23,Master,female,RENT,87447.0,No,1.0
36560,3.0,14400.0,11.83,EDUCATION,0.13,Bachelor,male,MORTGAGE,114604.0,No,0.0
36561,2.0,3200.0,16.29,EDUCATION,0.02,Master,male,MORTGAGE,139750.0,Yes,0.0
36562,4.0,14000.0,11.77,MEDICAL,0.18,Bachelor,female,RENT,79099.0,No,0.0
36563,8.0,6500.0,14.11,EDUCATION,0.18,Master,male,RENT,35674.0,No,1.0
36564,6.0,2400.0,9.25,PERSONAL,0.07,Bachelor,male,RENT,36793.0,Yes,0.0
36565,4.0,4000.0,10.99,PERSONAL,0.06,Bachelor,female,RENT,66849.0,Yes,0.0
36566,6.0,7262.0,11.42,EDUCATION,0.1,Master,female,RENT,70438.0,No,0.0
36567,4.0,5000.0,6.03,PERSONAL,0.06,Bachelor,male,MORTGAGE,87214.0,Yes,0.0
36568,7.0,4000.0,13.46,MEDICAL,0.26,High School,male,RENT,15497.0,No,1.0
36569,30.0,5800.0,13.16,PERSONAL,0.09,Associate,male,MORTGAGE,64751.0,Yes,0.0
36570,3.0,5000.0,12.54,EDUCATION,0.07,High School,male,RENT,67081.0,Yes,0.0
36571,3.0,6250.0,13.48,PERSONAL,0.22,Bachelor,male,RENT,28576.0,No,0.0
36572,3.0,3000.0,12.42,DEBTCONSOLIDATION,0.06,High School,male,RENT,50111.0,Yes,0.0
36573,2.0,4800.0,5.79,PERSONAL,0.17,Bachelor,female,MORTGAGE,28372.0,No,0.0
36574,7.0,29788.0,12.79,DEBTCONSOLIDATION,0.33,Bachelor,male,RENT,89462.0,No,1.0
36575,2.0,13000.0,11.26,MEDICAL,0.12,High School,male,MORTGAGE,111428.0,No,0.0
36576,13.0,2955.0,14.26,EDUCATION,0.11,High School,male,RENT,27252.0,No,1.0
36577,2.0,25000.0,14.83,DEBTCONSOLIDATION,0.38,Master,female,RENT,65880.0,No,1.0
36578,7.0,4000.0,7.74,EDUCATION,0.11,High School,male,MORTGAGE,35275.0,Yes,0.0
36579,2.0,6000.0,7.49,MEDICAL,0.19,Master,male,RENT,31144.0,Yes,0.0
36580,13.0,10000.0,10.74,MEDICAL,0.13,High School,male,MORTGAGE,78907.0,No,0.0
36581,4.0,7000.0,11.11,DEBTCONSOLIDATION,0.16,Associate,male,MORTGAGE,44417.0,Yes,0.0
36582,4.0,3000.0,11.59,PERSONAL,0.05,High School,male,RENT,60079.0,Yes,0.0
36583,28.0,35000.0,10.99,HOMEIMPROVEMENT,0.38,High School,male,RENT,91852.0,No,1.0
36584,3.0,11575.0,11.01,PERSONAL,0.24,Bachelor,male,RENT,48731.0,Yes,0.0
36585,2.0,14000.0,9.88,PERSONAL,0.31,Bachelor,female,RENT,45287.0,No,1.0
36586,6.0,25000.0,11.61,PERSONAL,0.18,Master,male,MORTGAGE,136746.0,No,0.0
36587,2.0,3600.0,10.59,EDUCATION,0.07,Associate,male,RENT,49513.0,Yes,0.0
36588,3.0,24000.0,11.49,MEDICAL,0.15,Bachelor,male,RENT,157090.0,Yes,0.0
36589,3.0,10000.0,15.99,MEDICAL,0.18,Master,female,MORTGAGE,55760.0,No,1.0
36590,2.0,4500.0,13.99,PERSONAL,0.2,High School,female,RENT,22393.0,No,1.0
36591,3.0,6500.0,14.61,VENTURE,0.04,High School,female,RENT,151152.0,Yes,0.0
36592,4.0,2700.0,11.01,HOMEIMPROVEMENT,0.05,Master,female,MORTGAGE,54583.0,Yes,0.0
36593,9.0,20000.0,12.8,DEBTCONSOLIDATION,0.07,High School,female,RENT,300785.0,No,0.0
36594,9.0,10000.0,13.36,VENTURE,0.18,Bachelor,female,RENT,55012.0,Yes,0.0
36595,2.0,2500.0,8.14,DEBTCONSOLIDATION,0.09,Bachelor,male,RENT,27519.0,Yes,0.0
36596,12.0,2725.0,11.01,EDUCATION,0.04,Associate,female,MORTGAGE,69316.0,No,0.0
36597,21.0,1800.0,12.53,MEDICAL,0.04,Associate,male,RENT,47877.0,No,0.0
36598,9.0,5000.0,8.32,HOMEIMPROVEMENT,0.13,Master,male,MORTGAGE,37740.0,No,0.0
36599,14.0,7000.0,9.67,EDUCATION,0.13,Associate,female,RENT,54648.0,No,0.0
36600,14.0,10000.0,11.01,EDUCATION,0.13,High School,male,RENT,78164.0,Yes,0.0
36601,3.0,7500.0,10.99,PERSONAL,0.12,Associate,female,MORTGAGE,60928.0,Yes,0.0
36602,6.0,2400.0,6.58,MEDICAL,0.05,Master,male,RENT,49278.0,Yes,0.0
36603,4.0,15550.0,11.71,VENTURE,0.23,Associate,male,RENT,66193.0,No,0.0
36604,4.0,922.0,10.11,MEDICAL,0.09,Bachelor,male,RENT,10775.0,Yes,0.0
36605,2.0,7200.0,11.71,PERSONAL,0.12,Associate,male,RENT,58502.0,No,0.0
36606,7.0,3000.0,7.66,PERSONAL,0.04,High School,female,MORTGAGE,79929.0,Yes,0.0
36607,9.0,12000.0,9.61,MEDICAL,0.25,Master,male,RENT,48832.0,No,0.0
36608,16.0,8000.0,9.99,VENTURE,0.17,Associate,female,MORTGAGE,47827.0,Yes,0.0
36609,3.0,12000.0,14.27,DEBTCONSOLIDATION,0.24,High School,female,RENT,49746.0,Yes,0.0
36610,9.0,2800.0,7.14,DEBTCONSOLIDATION,0.03,Bachelor,male,MORTGAGE,106591.0,Yes,0.0
36611,12.0,10000.0,8.59,MEDICAL,0.12,Associate,female,MORTGAGE,85211.0,Yes,0.0
36612,5.0,3050.0,6.99,VENTURE,0.07,Doctorate,female,RENT,44286.0,Yes,0.0
36613,4.0,33950.0,14.54,PERSONAL,0.35,Bachelor,male,RENT,97420.0,No,1.0
36614,4.0,22000.0,16.0,PERSONAL,0.12,High School,male,MORTGAGE,187045.0,No,0.0
36615,7.0,8000.0,5.99,MEDICAL,0.16,Bachelor,male,RENT,51310.0,Yes,0.0
36616,3.0,20000.0,11.87,MEDICAL,0.25,Bachelor,female,RENT,79010.0,No,1.0
36617,5.0,4000.0,7.49,EDUCATION,0.07,Associate,female,MORTGAGE,54791.0,Yes,0.0
36618,12.0,8875.0,6.11,MEDICAL,0.24,Master,male,RENT,36889.0,Yes,0.0
36619,4.0,10000.0,9.69,MEDICAL,0.3,Associate,male,RENT,32829.0,No,1.0
36620,2.0,3000.0,13.99,EDUCATION,0.05,Bachelor,female,MORTGAGE,61910.0,Yes,0.0
36621,8.0,3000.0,5.42,MEDICAL,0.07,Bachelor,female,RENT,45790.0,No,0.0
36622,2.0,7500.0,7.49,VENTURE,0.09,Bachelor,female,RENT,85221.0,Yes,0.0
36623,2.0,8000.0,10.65,PERSONAL,0.12,High School,male,RENT,66698.0,Yes,0.0
36624,8.0,9000.0,12.21,DEBTCONSOLIDATION,0.1,Associate,male,RENT,91096.0,Yes,0.0
36625,4.0,3989.0,7.67,DEBTCONSOLIDATION,0.07,Master,male,RENT,55491.0,Yes,0.0
36626,2.0,1000.0,15.95,DEBTCONSOLIDATION,0.03,Master,female,RENT,31240.0,No,1.0
36627,4.0,4000.0,5.9,MEDICAL,0.07,High School,male,MORTGAGE,58701.0,Yes,0.0
36628,8.0,5075.0,5.99,EDUCATION,0.07,High School,male,MORTGAGE,73040.0,No,0.0
36629,4.0,3000.0,6.03,MEDICAL,0.08,Bachelor,female,RENT,36940.0,Yes,0.0
36630,4.0,3000.0,10.83,PERSONAL,0.06,Associate,female,RENT,48848.0,Yes,0.0
36631,2.0,10438.0,9.03,DEBTCONSOLIDATION,0.17,Master,male,MORTGAGE,59883.0,No,1.0
36632,5.0,10500.0,13.49,MEDICAL,0.22,High School,female,RENT,46763.0,Yes,0.0
36633,3.0,10000.0,8.9,DEBTCONSOLIDATION,0.14,Bachelor,male,MORTGAGE,73065.0,No,0.0
36634,6.0,8000.0,11.12,PERSONAL,0.06,Associate,male,MORTGAGE,131497.0,Yes,0.0
36635,2.0,16000.0,16.32,DEBTCONSOLIDATION,0.13,Bachelor,male,RENT,118748.0,No,1.0
36636,4.0,8000.0,10.97,DEBTCONSOLIDATION,0.12,Associate,male,MORTGAGE,64159.0,No,0.0
36637,5.0,8400.0,14.96,DEBTCONSOLIDATION,0.21,High School,male,RENT,40171.0,No,1.0
36638,2.0,18000.0,8.9,MEDICAL,0.39,Associate,male,MORTGAGE,46545.0,Yes,0.0
36639,4.0,5000.0,7.14,EDUCATION,0.09,Master,female,MORTGAGE,55083.0,No,0.0
36640,7.0,11230.0,11.71,EDUCATION,0.13,Bachelor,male,RENT,84830.0,Yes,0.0
36641,7.0,12000.0,7.88,VENTURE,0.23,Associate,male,MORTGAGE,52525.0,Yes,0.0
36642,6.0,29000.0,12.69,VENTURE,0.29,Associate,female,RENT,98578.0,No,1.0
36643,8.0,9950.0,12.99,DEBTCONSOLIDATION,0.26,Doctorate,male,RENT,38041.0,No,1.0
36644,3.0,13600.0,6.03,PERSONAL,0.13,Bachelor,male,RENT,103036.0,No,0.0
36645,4.0,2497.0,11.77,MEDICAL,0.06,Bachelor,male,RENT,43983.0,No,1.0
36646,11.0,7200.0,7.29,MEDICAL,0.23,High School,male,RENT,30949.0,No,0.0
36647,2.0,10000.0,9.63,PERSONAL,0.14,Associate,male,MORTGAGE,72969.0,Yes,0.0
36648,12.0,3366.0,9.27,EDUCATION,0.25,Bachelor,male,RENT,13243.0,No,1.0
36649,4.0,8000.0,14.26,DEBTCONSOLIDATION,0.17,High School,male,RENT,45954.0,Yes,0.0
36650,9.0,12000.0,12.69,PERSONAL,0.14,Associate,female,MORTGAGE,82771.0,Yes,0.0
36651,10.0,4000.0,10.74,PERSONAL,0.11,Bachelor,female,RENT,37868.0,No,0.0
36652,4.0,5000.0,6.94,DEBTCONSOLIDATION,0.07,Associate,female,MORTGAGE,71727.0,No,1.0
36653,2.0,4000.0,10.37,PERSONAL,0.07,High School,male,MORTGAGE,55924.0,Yes,0.0
36654,15.0,10000.0,11.01,DEBTCONSOLIDATION,0.09,Associate,female,MORTGAGE,117228.0,No,0.0
36655,11.0,15000.0,11.14,DEBTCONSOLIDATION,0.22,High School,female,MORTGAGE,69069.0,No,1.0
36656,3.0,10000.0,13.49,VENTURE,0.21,Associate,female,MORTGAGE,47706.0,Yes,0.0
36657,4.0,25000.0,11.11,EDUCATION,0.4,Associate,female,RENT,63236.0,No,1.0
36658,8.0,9000.0,6.92,MEDICAL,0.2,Associate,male,RENT,44939.0,No,0.0
36659,3.0,6300.0,7.88,VENTURE,0.06,Bachelor,male,RENT,101581.0,Yes,0.0
36660,5.0,9000.0,11.11,MEDICAL,0.2,Master,male,RENT,45300.0,Yes,0.0
36661,2.0,5000.0,11.01,PERSONAL,0.14,Associate,female,RENT,36993.0,Yes,0.0
36662,3.0,9625.0,10.74,DEBTCONSOLIDATION,0.07,High School,male,MORTGAGE,139716.0,Yes,0.0
36663,2.0,18000.0,9.88,HOMEIMPROVEMENT,0.21,Bachelor,male,RENT,85246.0,Yes,0.0
36664,4.0,20000.0,12.95,HOMEIMPROVEMENT,0.17,Associate,male,RENT,120531.0,Yes,0.0
36665,12.0,7000.0,19.13,EDUCATION,0.09,Associate,female,MORTGAGE,75481.0,No,0.0
36666,3.0,1500.0,9.91,EDUCATION,0.05,Bachelor,male,MORTGAGE,31512.0,Yes,0.0
36667,3.0,7500.0,8.0,DEBTCONSOLIDATION,0.04,Bachelor,female,MORTGAGE,178736.0,Yes,0.0
36668,14.0,7542.0,11.84,VENTURE,0.11,Bachelor,female,MORTGAGE,65709.0,No,1.0
36669,12.0,5000.0,10.54,VENTURE,0.08,Doctorate,female,RENT,59285.0,Yes,0.0
36670,3.0,17500.0,16.32,HOMEIMPROVEMENT,0.33,High School,male,OWN,53767.0,Yes,0.0
36671,8.0,15000.0,12.77,MEDICAL,0.2,Bachelor,male,MORTGAGE,76814.0,Yes,0.0
36672,10.0,9150.0,13.16,EDUCATION,0.17,Bachelor,female,RENT,52884.0,Yes,0.0
36673,12.0,6150.0,9.07,MEDICAL,0.12,Bachelor,female,RENT,52574.0,No,0.0
36674,10.0,17375.0,14.27,VENTURE,0.3,Bachelor,female,MORTGAGE,58734.0,No,0.0
36675,8.0,21094.0,12.36,DEBTCONSOLIDATION,0.1,Associate,female,MORTGAGE,212614.0,Yes,0.0
36676,3.0,8000.0,16.49,VENTURE,0.06,High School,female,RENT,140798.0,Yes,0.0
36677,3.0,4800.0,8.99,MEDICAL,0.19,Associate,female,RENT,25121.0,Yes,0.0
36678,3.0,3500.0,11.88,MEDICAL,0.08,High School,male,RENT,43079.0,No,0.0
36679,19.0,10887.0,13.57,EDUCATION,0.24,Bachelor,male,RENT,45541.0,Yes,0.0
36680,3.0,16000.0,11.87,VENTURE,0.17,Master,female,RENT,96598.0,Yes,0.0
36681,10.0,13650.0,14.42,MEDICAL,0.19,High School,male,RENT,70477.0,No,1.0
36682,2.0,15000.0,11.11,DEBTCONSOLIDATION,0.21,Master,female,RENT,73078.0,Yes,0.0
36683,2.0,4500.0,11.71,MEDICAL,0.11,Master,female,MORTGAGE,41757.0,No,1.0
36684,4.0,6000.0,11.01,EDUCATION,0.15,Associate,female,RENT,40531.0,No,1.0
36685,11.0,10000.0,10.95,EDUCATION,0.09,High School,male,MORTGAGE,114811.0,No,0.0
36686,8.0,14000.0,14.04,PERSONAL,0.16,High School,female,RENT,88444.0,Yes,0.0
36687,4.0,5000.0,13.79,MEDICAL,0.08,High School,female,RENT,59849.0,No,0.0
36688,12.0,10000.0,11.49,HOMEIMPROVEMENT,0.1,Doctorate,male,RENT,97048.0,Yes,0.0
36689,6.0,11200.0,11.4,DEBTCONSOLIDATION,0.14,High School,male,RENT,80312.0,Yes,0.0
36690,8.0,7000.0,11.01,MEDICAL,0.19,Bachelor,male,RENT,36826.0,No,0.0
36691,13.0,10000.0,7.88,MEDICAL,0.09,High School,female,RENT,114993.0,Yes,0.0
36692,10.0,8000.0,14.96,PERSONAL,0.11,Master,female,RENT,71712.0,No,1.0
36693,5.0,10000.0,6.03,MEDICAL,0.16,Associate,male,MORTGAGE,61211.0,No,0.0
36694,4.0,13500.0,13.43,VENTURE,0.36,Bachelor,male,RENT,37999.0,No,1.0
36695,25.0,18000.0,14.59,MEDICAL,0.3,High School,female,RENT,60964.0,No,1.0
36696,7.0,17725.0,11.49,MEDICAL,0.45,Master,female,RENT,39615.0,No,1.0
36697,5.0,24495.0,10.68,HOMEIMPROVEMENT,0.11,High School,male,MORTGAGE,213479.0,Yes,0.0
36698,4.0,16000.0,11.26,MEDICAL,0.15,Master,female,OTHER,109148.0,Yes,0.0
36699,6.0,1000.0,13.61,PERSONAL,0.08,Bachelor,female,RENT,13201.0,No,1.0
36700,7.0,3000.0,16.49,HOMEIMPROVEMENT,0.05,Associate,female,RENT,60066.0,No,1.0
36701,3.0,8500.0,15.23,EDUCATION,0.11,Bachelor,male,MORTGAGE,78832.0,No,0.0
36702,4.0,6000.0,14.42,DEBTCONSOLIDATION,0.12,Master,male,RENT,51433.0,No,1.0
36703,8.0,3000.0,7.75,PERSONAL,0.02,Associate,male,OWN,150666.0,Yes,0.0
36704,8.0,4000.0,7.4,HOMEIMPROVEMENT,0.05,High School,male,RENT,79076.0,Yes,0.0
36705,16.0,19844.0,13.1,DEBTCONSOLIDATION,0.43,High School,male,RENT,45779.0,No,1.0
36706,7.0,5000.0,11.01,MEDICAL,0.04,High School,female,MORTGAGE,114918.0,Yes,0.0
36707,4.0,9700.0,9.63,MEDICAL,0.19,Bachelor,female,MORTGAGE,49750.0,Yes,0.0
36708,4.0,2400.0,5.79,EDUCATION,0.04,Master,female,MORTGAGE,59950.0,Yes,0.0
36709,13.0,35000.0,12.45,MEDICAL,0.36,Bachelor,female,RENT,96888.0,No,1.0
36710,6.0,5000.0,9.54,VENTURE,0.07,Associate,male,RENT,74305.0,Yes,0.0
36711,4.0,4200.0,14.22,VENTURE,0.06,Associate,female,RENT,76165.0,No,0.0
36712,3.0,2110.0,10.41,VENTURE,0.04,Bachelor,male,RENT,47051.0,No,0.0
36713,6.0,4800.0,10.99,PERSONAL,0.01,Bachelor,male,RENT,360790.0,Yes,0.0
36714,3.0,21250.0,10.25,MEDICAL,0.33,High School,male,RENT,64732.0,No,1.0
36715,4.0,8000.0,7.14,EDUCATION,0.1,Bachelor,female,MORTGAGE,79127.0,Yes,0.0
36716,3.0,5000.0,14.59,VENTURE,0.03,High School,female,MORTGAGE,144873.0,No,0.0
36717,4.0,23000.0,12.18,VENTURE,0.32,Bachelor,female,RENT,73014.0,No,1.0
36718,3.0,8000.0,12.87,MEDICAL,0.15,Associate,female,RENT,52843.0,Yes,0.0
36719,7.0,15000.0,11.46,DEBTCONSOLIDATION,0.12,Master,male,RENT,123944.0,Yes,0.0
36720,6.0,20000.0,10.37,HOMEIMPROVEMENT,0.06,Associate,male,MORTGAGE,312553.0,No,0.0
36721,8.0,14000.0,7.91,PERSONAL,0.25,Bachelor,male,RENT,55123.0,No,1.0
36722,6.0,2500.0,14.22,DEBTCONSOLIDATION,0.02,High School,male,RENT,145134.0,No,0.0
36723,4.0,10000.0,13.12,EDUCATION,0.2,High School,male,RENT,49179.0,No,0.0
36724,4.0,1865.0,11.56,MEDICAL,0.07,Master,female,RENT,26297.0,Yes,0.0
36725,10.0,3000.0,6.62,EDUCATION,0.05,Bachelor,male,MORTGAGE,55274.0,Yes,0.0
36726,3.0,4800.0,13.02,HOMEIMPROVEMENT,0.06,Bachelor,female,RENT,79155.0,Yes,0.0
36727,4.0,8657.0,6.57,EDUCATION,0.1,High School,male,MORTGAGE,87525.0,No,0.0
36728,3.0,6000.0,10.55,MEDICAL,0.08,Associate,female,MORTGAGE,71984.0,Yes,0.0
36729,10.0,6000.0,5.42,DEBTCONSOLIDATION,0.03,High School,female,RENT,200302.0,No,0.0
36730,2.0,15000.0,16.07,HOMEIMPROVEMENT,0.15,Bachelor,female,MORTGAGE,97087.0,Yes,0.0
36731,6.0,4293.0,6.78,MEDICAL,0.05,Master,male,RENT,88275.0,No,0.0
36732,5.0,7000.0,6.99,VENTURE,0.19,Bachelor,female,OWN,36322.0,Yes,0.0
36733,3.0,12000.0,10.73,MEDICAL,0.21,Master,female,MORTGAGE,57570.0,Yes,0.0
36734,8.0,7000.0,13.08,PERSONAL,0.12,High School,male,RENT,58424.0,No,1.0
36735,3.0,12500.0,11.01,MEDICAL,0.19,Bachelor,male,MORTGAGE,67018.0,Yes,0.0
36736,2.0,5500.0,11.01,PERSONAL,0.25,High School,female,OWN,21945.0,No,1.0
36737,3.0,5000.0,11.14,DEBTCONSOLIDATION,0.07,High School,female,OTHER,72739.0,Yes,0.0
36738,2.0,17500.0,11.83,MEDICAL,0.18,Associate,male,MORTGAGE,95456.0,No,0.0
36739,6.0,33000.0,18.64,PERSONAL,0.26,Bachelor,female,MORTGAGE,124941.0,No,1.0
36740,17.0,8000.0,10.38,PERSONAL,0.16,Doctorate,female,OWN,51290.0,No,0.0
36741,4.0,10000.0,6.17,EDUCATION,0.16,Associate,female,RENT,61085.0,Yes,0.0
36742,2.0,8000.0,7.9,HOMEIMPROVEMENT,0.1,Bachelor,female,RENT,78126.0,No,0.0
36743,3.0,8500.0,14.79,VENTURE,0.13,Bachelor,male,MORTGAGE,65654.0,No,1.0
36744,2.0,3000.0,13.06,EDUCATION,0.02,High School,female,RENT,166103.0,No,1.0
36745,12.0,4000.0,14.72,VENTURE,0.13,Associate,male,OWN,29742.0,No,0.0
36746,3.0,13000.0,14.11,EDUCATION,0.17,Bachelor,female,RENT,77584.0,Yes,0.0
36747,9.0,19200.0,11.89,DEBTCONSOLIDATION,0.17,High School,male,RENT,115267.0,Yes,0.0
36748,3.0,8000.0,15.55,VENTURE,0.09,High School,female,OWN,84943.0,No,0.0
36749,2.0,9600.0,7.49,VENTURE,0.29,High School,female,OWN,32828.0,Yes,0.0
36750,3.0,5245.0,19.43,MEDICAL,0.07,Bachelor,female,MORTGAGE,70880.0,No,1.0
36751,11.0,4000.0,16.29,EDUCATION,0.09,Master,male,OWN,43953.0,No,0.0
36752,6.0,4200.0,11.71,HOMEIMPROVEMENT,0.07,Associate,male,RENT,64466.0,No,0.0
36753,4.0,15141.0,10.98,EDUCATION,0.06,Bachelor,female,MORTGAGE,241222.0,Yes,0.0
36754,2.0,2500.0,13.61,MEDICAL,0.01,Master,male,RENT,241298.0,Yes,0.0
36755,2.0,8500.0,13.61,MEDICAL,0.27,Associate,female,RENT,31545.0,No,1.0
36756,4.0,10000.0,7.66,VENTURE,0.12,Associate,female,MORTGAGE,84279.0,Yes,0.0
36757,2.0,7750.0,11.01,EDUCATION,0.21,Associate,female,RENT,37178.0,Yes,0.0
36758,3.0,7800.0,7.51,PERSONAL,0.14,Bachelor,female,RENT,55085.0,Yes,0.0
36759,3.0,6400.0,11.01,PERSONAL,0.08,Bachelor,female,OWN,81590.0,Yes,0.0
36760,14.0,5000.0,11.75,EDUCATION,0.07,High School,male,MORTGAGE,73014.0,Yes,0.0
36761,6.0,12000.0,6.03,DEBTCONSOLIDATION,0.2,High School,male,RENT,61259.0,Yes,0.0
36762,4.0,7500.0,11.01,VENTURE,0.16,High School,male,RENT,48144.0,No,1.0
36763,2.0,12200.0,7.29,DEBTCONSOLIDATION,0.12,Bachelor,female,MORTGAGE,104725.0,No,0.0
36764,4.0,8000.0,8.25,VENTURE,0.06,Bachelor,male,MORTGAGE,133435.0,No,0.0
36765,8.0,15000.0,15.4,EDUCATION,0.15,Master,female,MORTGAGE,103036.0,Yes,0.0
36766,4.0,18182.0,16.17,PERSONAL,0.35,Associate,female,RENT,51617.0,No,1.0
36767,3.0,2500.0,7.42,DEBTCONSOLIDATION,0.08,Bachelor,female,RENT,30920.0,Yes,0.0
36768,2.0,20000.0,14.11,HOMEIMPROVEMENT,0.21,Master,female,RENT,95807.0,No,1.0
36769,4.0,7500.0,16.0,VENTURE,0.14,Bachelor,male,RENT,53620.0,No,1.0
36770,4.0,3200.0,7.51,EDUCATION,0.06,Associate,male,MORTGAGE,53745.0,Yes,0.0
36771,9.0,18384.0,9.76,PERSONAL,0.13,Associate,female,MORTGAGE,144783.0,No,0.0
36772,9.0,1000.0,13.49,VENTURE,0.01,Bachelor,male,RENT,90732.0,Yes,0.0
36773,11.0,4000.0,10.93,DEBTCONSOLIDATION,0.17,High School,female,RENT,23911.0,No,1.0
36774,2.0,14000.0,13.49,DEBTCONSOLIDATION,0.17,Doctorate,male,MORTGAGE,84828.0,Yes,0.0
36775,4.0,9600.0,7.9,MEDICAL,0.11,Master,male,RENT,85377.0,Yes,0.0
36776,3.0,2400.0,7.49,DEBTCONSOLIDATION,0.04,Bachelor,male,MORTGAGE,61874.0,Yes,0.0
36777,2.0,6000.0,10.59,VENTURE,0.15,Bachelor,female,MORTGAGE,40278.0,Yes,0.0
36778,4.0,2800.0,8.35,DEBTCONSOLIDATION,0.06,Bachelor,female,RENT,48984.0,No,0.0
36779,10.0,20000.0,13.49,EDUCATION,0.18,High School,female,MORTGAGE,112685.0,No,0.0
36780,8.0,20000.0,6.91,DEBTCONSOLIDATION,0.41,Associate,male,RENT,49045.0,No,1.0
36781,3.0,8925.0,7.74,EDUCATION,0.07,Associate,female,MORTGAGE,130484.0,Yes,0.0
36782,4.0,6000.0,12.21,PERSONAL,0.14,Bachelor,female,MORTGAGE,43181.0,Yes,0.0
36783,4.0,20000.0,11.9,EDUCATION,0.28,Bachelor,male,RENT,71540.0,No,1.0
36784,2.0,10000.0,14.27,EDUCATION,0.07,High School,female,MORTGAGE,138812.0,No,0.0
36785,4.0,5045.0,10.62,EDUCATION,0.09,Associate,male,RENT,55349.0,No,0.0
36786,4.0,8427.0,11.95,VENTURE,0.11,Associate,male,MORTGAGE,79167.0,Yes,0.0
36787,8.0,10000.0,9.99,PERSONAL,0.17,Associate,male,RENT,57470.0,No,0.0
36788,8.0,10500.0,15.7,HOMEIMPROVEMENT,0.02,Associate,female,MORTGAGE,422979.0,Yes,0.0
36789,3.0,5000.0,10.75,HOMEIMPROVEMENT,0.16,High School,male,OWN,30508.0,Yes,0.0
36790,16.0,4600.0,10.99,PERSONAL,0.08,Associate,female,RENT,56069.0,Yes,0.0
36791,10.0,12000.0,7.49,MEDICAL,0.27,High School,female,RENT,44145.0,No,1.0
36792,3.0,12000.0,11.89,PERSONAL,0.26,High School,female,RENT,46411.0,No,1.0
36793,3.0,20000.0,7.84,EDUCATION,0.2,High School,female,MORTGAGE,99165.0,Yes,0.0
36794,5.0,5000.0,6.99,PERSONAL,0.06,Associate,female,MORTGAGE,87519.0,No,0.0
36795,8.0,10000.0,10.18,HOMEIMPROVEMENT,0.1,Associate,male,MORTGAGE,99213.0,Yes,0.0
36796,3.0,3525.0,6.91,DEBTCONSOLIDATION,0.04,Bachelor,female,MORTGAGE,84854.0,Yes,0.0
36797,3.0,15000.0,6.54,VENTURE,0.13,Bachelor,male,MORTGAGE,118485.0,Yes,0.0
36798,6.0,20000.0,18.58,DEBTCONSOLIDATION,0.3,High School,male,RENT,65832.0,No,1.0
36799,4.0,7000.0,10.43,DEBTCONSOLIDATION,0.14,Associate,female,RENT,49006.0,No,0.0
36800,5.0,4000.0,10.65,VENTURE,0.09,Bachelor,female,RENT,43109.0,Yes,0.0
36801,2.0,7000.0,7.51,EDUCATION,0.36,Bachelor,male,RENT,19420.0,No,1.0
36802,8.0,2484.0,8.63,MEDICAL,0.05,Associate,male,RENT,54867.0,Yes,0.0
36803,9.0,25000.0,11.66,HOMEIMPROVEMENT,0.21,Doctorate,female,RENT,120973.0,Yes,0.0
36804,4.0,3250.0,8.0,VENTURE,0.07,Associate,female,MORTGAGE,49190.0,Yes,0.0
36805,4.0,3000.0,12.21,MEDICAL,0.02,Associate,male,RENT,150915.0,Yes,0.0
36806,3.0,12000.0,10.75,EDUCATION,0.26,Bachelor,female,RENT,46631.0,No,1.0
36807,3.0,15000.0,9.99,MEDICAL,0.21,High School,female,RENT,72003.0,No,1.0
36808,4.0,1000.0,11.49,VENTURE,0.01,Associate,male,OWN,67358.0,No,0.0
36809,4.0,5000.0,12.99,DEBTCONSOLIDATION,0.03,Associate,male,MORTGAGE,180895.0,No,0.0
36810,6.0,27300.0,10.57,PERSONAL,0.17,Bachelor,female,MORTGAGE,156374.0,Yes,0.0
36811,4.0,7000.0,14.42,PERSONAL,0.15,Bachelor,male,RENT,47802.0,No,1.0
36812,9.0,7393.0,15.03,MEDICAL,0.1,Bachelor,male,RENT,75603.0,No,1.0
